Trends in Number of COVID-19 Vaccinations in the US
Date generated: Wed May 12 2021 18:36:20 GMT-0400 (Eastern Daylight Time)
Date Type,Date,Program,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Daily Count People Receiving Dose 2,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,People Receiving 2 Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,7-Day Avg Daily Count Dose 2,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People with at least One Dose Cumulative,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Admin,2021-02-26,LTC,70246,22434,46752,7179302,4652525,2473248,27691,82397,53877,null,null,46752,4652525,2473249,53876
Admin,2021-02-27,US,1909310,1116113,771845,83410227,54149100,28081669,1028016,1987267,931626,null,null,772122,54149100,28084400,931750
Report,2021-02-27,US,null,null,null,null,null,null,null,null,null,2352116,1645240,null,null,null,null
Admin,2021-02-27,LTC,42479,13154,28812,7221781,4665679,2502060,26805,79807,52185,null,null,28812,4665679,2502061,52184
Admin,2021-02-28,US,804427,519989,271827,84214654,54669089,28353496,1067666,2022874,927163,null,null,271878,54669089,28356278,927289
Report,2021-02-28,US,null,null,null,null,null,null,null,null,null,2429823,1735053,null,null,null,null
Admin,2021-02-28,LTC,21662,6260,15095,7243443,4671939,2517155,25869,76857,50198,null,null,15095,4671939,2517156,50197
Admin,2021-03-01,US,1832375,1090714,714045,86047029,55759803,29067541,1136328,2085459,920912,null,null,714943,55759803,29071221,921155
Report,2021-03-01,US,null,null,null,null,null,null,null,null,null,1663984,1817502,null,null,null,null
Admin,2021-03-01,LTC,37759,12805,24559,7281202,4684744,2541714,23526,68767,44522,null,null,24559,4684744,2541715,44522
Admin,2021-03-02,US,2327245,1406837,897682,88374274,57166640,29965223,1214942,2152561,910841,null,null,898429,57166640,29969650,911181
Report,2021-03-02,US,null,null,null,null,null,null,null,null,null,1731614,1942788,null,null,null,null
Admin,2021-03-02,LTC,40803,14682,25753,7322005,4699426,2567467,21351,61254,39274,null,null,25756,4699426,2567471,39274
Admin,2021-03-03,US,2778710,1694288,1057472,91152984,58860928,31022695,1281793,2204426,896426,null,null,1067646,58860928,31037296,898202
Report,2021-03-03,US,null,null,null,null,null,null,null,null,null,1908873,2010790,null,null,null,null
Admin,2021-03-03,LTC,41321,12878,28133,7363326,4712304,2595600,17750,52102,33791,null,null,28135,4712304,2595606,33791
Admin,2021-03-04,US,3061307,1904764,1125536,94214291,60765692,32148231,1339198,2241440,877175,null,null,1173380,60765692,32210676,885759
Report,2021-03-04,US,null,null,null,null,null,null,null,null,null,2032374,2042676,null,null,null,null
Admin,2021-03-04,LTC,40785,11595,28783,7404111,4723899,2624383,13401,42150,28270,null,null,28783,4723899,2624389,28270
Admin,2021-03-05,US,3085007,1954610,1108754,97299298,62720302,33256985,1383902,2256911,849594,null,null,1231679,62720302,33442355,875725
Report,2021-03-05,US,null,null,null,null,null,null,null,null,null,2435246,2079147,null,null,null,null
Admin,2021-03-05,LTC,39762,12732,26540,7443873,4736631,2650923,12015,37795,25382,null,null,26547,4736631,2650936,25383
Admin,2021-03-06,US,1974465,1312666,649254,99273763,64032968,33906239,1411981,2266219,832081,null,null,822300,64032968,34264655,882893
Report,2021-03-06,US,null,null,null,null,null,null,null,null,null,2904229,2158020,null,null,null,null
Admin,2021-03-06,LTC,16599,5109,11305,7460472,4741740,2662228,10866,34098,22881,null,null,11364,4741740,2662300,22891
Admin,2021-03-07,US,874492,648799,221222,100148255,64681767,34127461,1430383,2276228,824852,null,null,322623,64681767,34587278,890142
Report,2021-03-07,US,null,null,null,null,null,null,null,null,null,2439427,2159392,null,null,null,null
Admin,2021-03-07,LTC,10699,3314,7149,7471171,4745054,2669377,10445,32532,21746,null,null,7151,4745054,2669451,21756
Admin,2021-03-08,US,2052523,1430578,608625,102200778,66112345,34736086,1478935,2307678,809792,null,null,802724,66112345,35390002,902683
Report,2021-03-08,US,null,null,null,null,null,null,null,null,null,1738102,2169981,null,null,null,null
Admin,2021-03-08,LTC,24097,7505,16320,7495268,4752559,2685697,9688,30580,20569,null,null,16322,4752559,2685773,20579
Admin,2021-03-09,US,2565620,1741616,810304,104766398,67853961,35546390,1526760,2341732,797310,null,null,1016791,67853961,36406793,919591
Report,2021-03-09,US,null,null,null,null,null,null,null,null,null,1602746,2151571,null,null,null,null
Admin,2021-03-09,LTC,27108,9340,17569,7522376,4761899,2703266,8925,28624,19400,null,null,17570,4761899,2703343,19410
Admin,2021-03-10,US,3012492,2020984,972047,107778890,69874945,36518437,1573431,2375129,785106,null,null,1211425,69874945,37618218,940131
Report,2021-03-10,US,null,null,null,null,null,null,null,null,null,2028692,2168688,null,null,null,null
Admin,2021-03-10,LTC,23705,7665,15822,7546081,4769564,2719088,8180,26107,17641,null,null,15823,4769564,2719166,17651
Admin,2021-03-11,US,3340830,2237883,1075027,111119720,72112828,37593464,1621019,2415061,777890,null,null,1341646,72112828,38959864,964169
Report,2021-03-11,US,null,null,null,null,null,null,null,null,null,2482603,2233006,null,null,null,null
Admin,2021-03-11,LTC,22613,6955,15401,7568694,4776519,2734489,7517,23511,15729,null,null,15407,4776519,2734573,15740
Admin,2021-03-12,US,3307498,2073268,1195560,114427218,74186096,38789024,1637971,2446845,790291,null,null,1453717,74186096,40413581,995889
Report,2021-03-12,US,null,null,null,null,null,null,null,null,null,2924112,2302844,null,null,null,null
Admin,2021-03-12,LTC,22312,7536,14464,7591006,4784055,2748953,6775,21019,14004,null,null,14476,4784055,2749049,14016
Admin,2021-03-13,US,2111760,1361422,729455,116538978,75547518,39518479,1644936,2466459,801749,null,null,971822,75547518,41385403,1017249
Report,2021-03-13,US,null,null,null,null,null,null,null,null,null,3234490,2350025,null,null,null,null
Admin,2021-03-13,LTC,10264,2655,7506,7601270,4786710,2756459,6424,20114,13462,null,null,7508,4786710,2756557,13465
Admin,2021-03-14,US,933312,634106,286709,117472290,76181624,39805188,1642837,2474862,811104,null,null,396644,76181624,41782047,1027824
Report,2021-03-14,US,null,null,null,null,null,null,null,null,null,2697779,2386932,null,null,null,null
Admin,2021-03-14,LTC,7942,1761,6066,7609212,4788471,2762525,6202,19720,13307,null,null,6069,4788471,2762626,13310
Admin,2021-03-15,US,2159298,1443186,691618,119631588,77624810,40496806,1644638,2490115,822960,null,null,821472,77624810,42603519,1030502
Report,2021-03-15,US,null,null,null,null,null,null,null,null,null,2021586,2427430,null,null,null,null
Admin,2021-03-15,LTC,15061,4396,10022,7624273,4792867,2772547,5758,18429,12407,null,null,10031,4792867,2772657,12412
Admin,2021-03-16,US,2762601,1884932,859447,122394189,79509742,41356253,1665112,2518255,829980,null,null,991135,79509742,43594654,1026837
Report,2021-03-16,US,null,null,null,null,null,null,null,null,null,1655996,2435037,null,null,null,null
Admin,2021-03-16,LTC,14408,4903,9322,7638681,4797770,2781869,5124,16615,11229,null,null,9325,4797770,2781982,11234
Admin,2021-03-17,US,3041897,2084260,939156,125436086,81594002,42295409,1674151,2522456,825282,null,null,1069629,81594002,44664283,1006580
Report,2021-03-17,US,null,null,null,null,null,null,null,null,null,2299771,2473762,null,null,null,null
Admin,2021-03-17,LTC,15001,4985,9898,7653682,4802755,2791767,4742,15371,10383,null,null,9900,4802755,2791882,10388
Admin,2021-03-18,US,3260338,2242711,999257,128696424,83836713,43294666,1674841,2510957,814457,null,null,1138748,83836713,45803031,977595
Report,2021-03-18,US,null,null,null,null,null,null,null,null,null,2692381,2503731,null,null,null,null
Admin,2021-03-18,LTC,14986,4873,9961,7668668,4807628,2801728,4444,14282,9606,null,null,9978,4807628,2801860,9612
Admin,2021-03-19,US,3187832,2168748,1000101,131884256,86005461,44294767,1688481,2493862,786535,null,null,1150933,86005461,46953964,934340
Report,2021-03-19,US,null,null,null,null,null,null,null,null,null,2583810,2455116,null,null,null,null
Admin,2021-03-19,LTC,13911,4442,9281,7682579,4812070,2811009,4002,13081,8865,null,null,9308,4812070,2811168,8874
Admin,2021-03-20,US,2064892,1376894,677517,133949148,87382355,44972284,1690691,2487167,779115,null,null,814032,87382355,47767996,911799
Report,2021-03-20,US,null,null,null,null,null,null,null,null,null,3127679,2439857,null,null,null,null
Admin,2021-03-20,LTC,6753,1618,5041,7689332,4813688,2816050,3854,12580,8513,null,null,5044,4813688,2816212,8522
Admin,2021-03-21,US,965733,664354,295337,134914881,88046709,45267621,1695012,2491798,780348,null,null,344358,88046709,48112354,904329
Report,2021-03-21,US,null,null,null,null,null,null,null,null,null,3039915,2488734,null,null,null,null
Admin,2021-03-21,LTC,3435,1000,2382,7692767,4814688,2818432,3745,11936,7987,null,null,2383,4814688,2818595,7995
Admin,2021-03-22,US,2244253,1562344,668783,137159134,89609053,45936404,1712035,2503935,777085,null,null,752866,89609053,48865220,894528
Report,2021-03-22,US,null,null,null,null,null,null,null,null,null,2028324,2489697,null,null,null,null
Admin,2021-03-22,LTC,8066,2765,5083,7700833,4817453,2823515,3512,10937,7281,null,null,5094,4817453,2823689,7290
Admin,2021-03-23,US,2936318,1956046,962534,140095452,91565099,46898938,1722194,2528751,791812,null,null,1068986,91565099,49934206,905650
Report,2021-03-23,US,null,null,null,null,null,null,null,null,null,1707293,2497025,null,null,null,null
Admin,2021-03-23,LTC,7164,2862,4266,7707997,4820315,2827781,3221,9902,6559,null,null,4347,4820315,2828036,6579
Admin,2021-03-24,US,3414525,2169492,1223625,143509977,93734591,48122563,1734370,2581984,832451,null,null,1338777,93734591,51272983,944100
Report,2021-03-24,US,null,null,null,null,null,null,null,null,null,2256824,2490889,null,null,null,null
Admin,2021-03-24,LTC,7289,2988,4241,7715286,4823303,2832022,2935,8800,5751,null,null,4655,4823303,2832691,5829
Admin,2021-03-25,US,3682317,2231359,1425975,147192294,95965950,49548538,1732748,2642267,893410,null,null,1550873,95965950,52823856,1002975
Report,2021-03-25,US,null,null,null,null,null,null,null,null,null,2831442,2510755,null,null,null,null
Admin,2021-03-25,LTC,7668,3116,4456,7722954,4826419,2836478,2684,7755,4964,null,null,4725,4826419,2837416,5079
Admin,2021-03-26,US,3666186,2073854,1570806,150858480,98039804,51119344,1719192,2710603,974940,null,null,1694550,98039804,54518406,1080634
Report,2021-03-26,US,null,null,null,null,null,null,null,null,null,3379393,2624410,null,null,null,null
Admin,2021-03-26,LTC,6833,3122,3594,7729787,4829541,2840072,2496,6744,4152,null,null,3793,4829541,2841209,4291
Admin,2021-03-27,US,2382113,1352063,1015727,153240593,99391867,52135071,1715645,2755920,1023255,null,null,1103106,99391867,55621512,1121930
Report,2021-03-27,US,null,null,null,null,null,null,null,null,null,3496047,2677034,null,null,null,null
Admin,2021-03-27,LTC,1606,396,1195,7731393,4829937,2841267,2321,6008,3602,null,null,1210,4829937,2842419,3743
Admin,2021-03-28,US,1154911,664778,479880,154395504,100056645,52614951,1715705,2782946,1049619,null,null,509507,100056645,56131019,1145523
Report,2021-03-28,US,null,null,null,null,null,null,null,null,null,3281956,2711611,null,null,null,null
Admin,2021-03-28,LTC,1072,286,773,7732465,4830223,2842040,2219,5671,3373,null,null,773,4830223,2843192,3513
Admin,2021-03-29,US,2683472,1570996,1094401,157078976,101627641,53709352,1716941,2845691,1110421,null,null,1177695,101627641,57308714,1206213
Report,2021-03-29,US,null,null,null,null,null,null,null,null,null,2350144,2757586,null,null,null,null
Admin,2021-03-29,LTC,4206,1960,2167,7736671,4832183,2844207,2104,5119,2956,null,null,2284,4832183,2845476,3112
Admin,2021-03-30,US,3403359,1987870,1396728,160482335,103615511,55106080,1721487,2912411,1172449,null,null,1518658,103615511,58827372,1270452
Report,2021-03-30,US,null,null,null,null,null,null,null,null,null,1789510,2769331,null,null,null,null
Admin,2021-03-30,LTC,4199,2059,2113,7740870,4834242,2846320,1990,4696,2648,null,null,2569,4834242,2848045,2858
Admin,2021-03-31,US,3983415,2365291,1595693,164465750,105980802,56701773,1749459,2993681,1225601,null,null,1813228,105980802,60640600,1338231
Report,2021-03-31,US,null,null,null,null,null,null,null,null,null,2670947,2828491,null,null,null,null
Admin,2021-03-31,LTC,4099,2309,1720,7744969,4836551,2848040,1893,4240,2288,null,null,2328,4836551,2850373,2526
Admin,2021-04-01,US,4273058,2446666,1798223,168738808,108427468,58499996,1780217,3078073,1278780,null,null,2075726,108427468,62716326,1413210
Report,2021-04-01,US,null,null,null,null,null,null,null,null,null,3358112,2903730,null,null,null,null
Admin,2021-04-01,LTC,4606,2362,1349,7749575,4838913,2849389,1785,3803,1844,null,null,1862,4838913,2852235,2117
Admin,2021-04-02,US,3492419,2015917,1450713,172231227,110443385,59950709,1771940,3053249,1261624,null,null,1700479,110443385,64416805,1414057
Report,2021-04-02,US,null,null,null,null,null,null,null,null,null,3975059,2988825,null,null,null,null
Admin,2021-04-02,LTC,4989,1349,1371,7754564,4840262,2850760,1532,3539,1527,null,null,1711,4840262,2853946,1819
Admin,2021-04-03,US,2205760,1296257,894952,174436987,111739642,60845661,1763968,3028056,1244370,null,null,1087334,111739642,65504139,1411803
Report,2021-04-03,US,null,null,null,null,null,null,null,null,null,4081959,3072527,null,null,null,null
Admin,2021-04-03,LTC,1283,294,418,7755847,4840556,2851178,1517,3493,1416,null,null,418,4840556,2854364,1706
Admin,2021-04-04,US,716436,423076,286957,175153423,112162718,61132618,1729439,2965417,1216810,null,null,341149,112162718,65845288,1387752
Report,2021-04-04,US,null,null,null,null,null,null,null,null,null,3365324,3084436,null,null,null,null
Admin,2021-04-04,LTC,195,86,93,7756042,4840642,2851271,1488,3368,1319,null,null,94,4840642,2854458,1609
Admin,2021-04-05,US,2938652,1691734,1230072,178092075,113854452,62362690,1746687,3001871,1236191,null,null,1486951,113854452,67332239,1431932
Report,2021-04-05,US,null,null,null,null,null,null,null,null,null,2134049,3053566,null,null,null,null
Admin,2021-04-05,LTC,2717,1803,892,7758759,4842445,2852163,1466,3155,1137,null,null,1132,4842445,2855590,1444
Admin,2021-04-06,US,3762913,2216697,1526790,181854988,116071149,63889480,1779377,3053236,1254771,null,null,1940266,116071149,69272505,1492161
Report,2021-04-06,US,null,null,null,null,null,null,null,null,null,1404280,2998533,null,null,null,null
Admin,2021-04-06,LTC,3641,2274,1358,7762400,4844719,2853521,1497,3075,1029,null,null,2150,4844719,2857740,1385
Admin,2021-04-07,US,4056031,2436323,1600751,185911019,118507472,65490231,1789524,3063609,1255494,null,null,2125944,118507472,71398449,1536835
Report,2021-04-07,US,null,null,null,null,null,null,null,null,null,2884580,3029052,null,null,null,null
Admin,2021-04-07,LTC,3869,2681,1165,7766269,4847400,2854686,1550,3042,949,null,null,1857,4847400,2859597,1317
Admin,2021-04-08,US,4070416,2380166,1669615,189981435,120887638,67159846,1780024,3034661,1237121,null,null,2241301,120887638,73639750,1560489
Report,2021-04-08,US,null,null,null,null,null,null,null,null,null,3403061,3035473,null,null,null,null
Admin,2021-04-08,LTC,3434,2227,1189,7769703,4849627,2855875,1531,2875,927,null,null,2023,4849627,2861620,1340
Admin,2021-04-09,US,4112984,2373875,1713526,194094419,123261513,68873372,1831161,3123313,1274666,null,null,2295111,123261513,75934861,1645436
Report,2021-04-09,US,null,null,null,null,null,null,null,null,null,3958065,3033045,null,null,null,null
Admin,2021-04-09,LTC,3335,2265,1051,7773038,4851892,2856926,1661,2639,881,null,null,1867,4851892,2863487,1363
Admin,2021-04-10,US,2751224,1676422,1061286,196845643,124937935,69934658,1885470,3201236,1298428,null,null,1565356,124937935,77500217,1713725
Report,2021-04-10,US,null,null,null,null,null,null,null,null,null,4629928,3111327,null,null,null,null
Admin,2021-04-10,LTC,309,118,189,7773347,4852010,2857115,1636,2500,848,null,null,190,4852010,2863677,1330
Admin,2021-04-11,US,1339852,818055,515554,198185495,125755990,70450212,1941896,3290296,1331085,null,null,757100,125755990,78257317,1773147
Report,2021-04-11,US,null,null,null,null,null,null,null,null,null,3579422,3141912,null,null,null,null
Admin,2021-04-11,LTC,411,80,329,7773758,4852090,2857444,1635,2530,882,null,null,340,4852090,2864017,1365
Admin,2021-04-12,US,2860061,1597946,1247812,201045556,127353936,71698024,1928498,3279068,1333619,null,null,1610022,127353936,79867339,1790728
Report,2021-04-12,US,null,null,null,null,null,null,null,null,null,2644914,3214893,null,null,null,null
Admin,2021-04-12,LTC,2351,1606,727,7776109,4853696,2858171,1607,2478,858,null,null,1193,4853696,2865210,1374
Admin,2021-04-13,US,3319709,1710176,1593753,204365265,129064112,73291777,1856138,3215753,1343185,null,null,1616577,129064112,81483916,1744487
Report,2021-04-13,US,null,null,null,null,null,null,null,null,null,2590736,3384387,null,null,null,null
Admin,2021-04-13,LTC,2316,1445,854,7778425,4855141,2859025,1489,2289,786,null,null,854,4855141,2866064,1189
Admin,2021-04-14,US,3522177,1707203,1799228,207887442,130771315,75091005,1751978,3139489,1371539,null,null,1802400,130771315,83286316,1698266
Report,2021-04-14,US,null,null,null,null,null,null,null,null,null,2509055,3330740,null,null,null,null
Admin,2021-04-14,LTC,1746,1183,558,7780171,4856324,2859583,1275,1986,700,null,null,558,4856324,2866622,1003
Admin,2021-04-15,US,3546986,1716206,1815546,211434428,132487521,76906551,1657126,3064713,1392386,null,null,1817926,132487521,85104242,1637784
Report,2021-04-15,US,null,null,null,null,null,null,null,null,null,3525204,3348189,null,null,null,null
Admin,2021-04-15,LTC,2908,1858,1048,7783079,4858182,2860631,1222,1910,679,null,null,1048,4858182,2867670,864
Admin,2021-04-16,US,3427641,1609948,1803083,214862069,134097469,78709634,1547994,2966807,1405180,null,null,1804781,134097469,86909023,1567737
Report,2021-04-16,US,null,null,null,null,null,null,null,null,null,3965883,3349306,null,null,null,null
Admin,2021-04-16,LTC,2083,1182,883,7785162,4859364,2861514,1067,1732,655,null,null,884,4859364,2868554,723
Admin,2021-04-17,US,2242548,1134098,1101831,217104617,135231567,79811465,1470519,2894139,1410972,null,null,1102302,135231567,88011325,1501586
Report,2021-04-17,US,null,null,null,null,null,null,null,null,null,3588990,3200601,null,null,null,null
Admin,2021-04-17,LTC,134,63,70,7785296,4859427,2861584,1060,1707,638,null,null,70,4859427,2868624,706
Admin,2021-04-18,US,1027669,507881,516481,218132286,135739448,80327946,1426208,2849541,1411105,null,null,516757,135739448,88528082,1467252
Report,2021-04-18,US,null,null,null,null,null,null,null,null,null,3534901,3194240,null,null,null,null
Admin,2021-04-18,LTC,93,38,55,7785389,4859465,2861639,1054,1661,599,null,null,55,4859465,2868679,666
Admin,2021-04-19,US,2414209,1055961,1347679,220546495,136795409,81675625,1348782,2785848,1425372,null,null,1349043,136795409,89877125,1429969
Report,2021-04-19,US,null,null,null,null,null,null,null,null,null,2174495,3127038,null,null,null,null
Admin,2021-04-19,LTC,1541,1072,467,7786930,4860537,2862106,977,1545,562,null,null,467,4860537,2869146,562
Admin,2021-04-20,US,3015315,1325054,1677550,223561810,138120463,83353175,1293764,2742363,1437343,null,null,1678192,138120463,91555317,1438771
Report,2021-04-20,US,null,null,null,null,null,null,null,null,null,1806929,3015065,null,null,null,null
Admin,2021-04-20,LTC,2230,1873,356,7789160,4862410,2862462,1038,1533,491,null,null,356,4862410,2869502,491
Admin,2021-04-21,US,3173521,1298957,1862931,226735331,139419420,85216106,1235444,2692555,1446443,null,null,1863696,139419420,93419013,1447528
Report,2021-04-21,US,null,null,null,null,null,null,null,null,null,2563671,3022868,null,null,null,null
Admin,2021-04-21,LTC,2347,1578,753,7791507,4863988,2863215,1095,1619,519,null,null,753,4863988,2870255,519
Admin,2021-04-22,US,3238685,1341546,1886275,229974016,140760966,87102381,1181921,2648512,1456547,null,null,1886893,140760966,95305906,1457380
Report,2021-04-22,US,null,null,null,null,null,null,null,null,null,2995734,2947229,null,null,null,null
Admin,2021-04-22,LTC,2312,1634,668,7793819,4865622,2863883,1063,1534,465,null,null,668,4865622,2870923,464
Admin,2021-04-23,US,3025857,1280146,1735362,232999873,142041112,88837743,1134806,2591114,1446873,null,null,1735981,142041112,97041887,1447552
Report,2021-04-23,US,null,null,null,null,null,null,null,null,null,3374587,2862758,null,null,null,null
Admin,2021-04-23,LTC,1216,782,431,7795035,4866404,2864314,1006,1410,400,null,null,431,4866404,2871354,400
Admin,2021-04-24,US,2053516,962769,1085142,235053389,143003881,89922885,1110331,2564110,1444489,null,null,1088670,143003881,98130557,1445604
Report,2021-04-24,US,null,null,null,null,null,null,null,null,null,3318230,2824078,null,null,null,null
Admin,2021-04-24,LTC,93,37,55,7795128,4866441,2864369,1002,1404,398,null,null,55,4866441,2871409,397
Admin,2021-04-25,US,928728,475792,450284,235982117,143479673,90373169,1105746,2549975,1435032,null,null,454553,143479673,98585110,1436718
Report,2021-04-25,US,null,null,null,null,null,null,null,null,null,3020948,2750656,null,null,null,null
Admin,2021-04-25,LTC,71,19,43,7795199,4866460,2864412,999,1401,396,null,null,44,4866460,2871453,396
Admin,2021-04-26,US,2044141,827206,1209256,238026258,144306879,91582425,1073067,2497109,1415257,null,null,1224112,144306879,99809222,1418871
Report,2021-04-26,US,null,null,null,null,null,null,null,null,null,2107046,2741021,null,null,null,null
Admin,2021-04-26,LTC,1361,983,376,7796560,4867443,2864788,987,1375,383,null,null,386,4867443,2871839,384
Admin,2021-04-27,US,2506185,989979,1507240,240532443,145296858,93089665,1025199,2424376,1390927,null,null,1549994,145296858,101359216,1400557
Report,2021-04-27,US,null,null,null,null,null,null,null,null,null,1639215,2717062,null,null,null,null
Admin,2021-04-27,LTC,2667,1910,751,7799227,4869353,2865539,992,1438,440,null,null,826,4869353,2872665,451
Admin,2021-04-28,US,2773936,1077644,1687750,243306379,146374502,94777415,993583,2367292,1365901,null,null,1750163,146374502,103109379,1384338
Report,2021-04-28,US,null,null,null,null,null,null,null,null,null,2231745,2669644,null,null,null,null
Admin,2021-04-28,LTC,2501,1803,695,7801728,4871156,2866234,1024,1460,431,null,null,737,4871156,2873402,449
Admin,2021-04-29,US,2755777,1068419,1678065,246062156,147442921,96455480,954565,2298305,1336157,null,null,1754337,147442921,104863716,1365401
Report,2021-04-29,US,null,null,null,null,null,null,null,null,null,2721079,2630407,null,null,null,null
Admin,2021-04-29,LTC,2427,1788,569,7804155,4872944,2866803,1046,1476,417,null,null,783,4872944,2874185,466
Admin,2021-04-30,US,2613069,1029665,1575056,248675225,148472586,98030536,918782,2239336,1313256,null,null,1657352,148472586,106521068,1354168
Report,2021-04-30,US,null,null,null,null,null,null,null,null,null,2799184,2548207,null,null,null,null
Admin,2021-04-30,LTC,1763,1272,424,7805918,4874216,2867227,1116,1554,416,null,null,521,4874216,2874706,478
Admin,2021-05-01,US,1645173,654014,985678,250320398,149126600,99016214,874674,2181001,1299047,null,null,1041574,149126600,107562642,1347440
Report,2021-05-01,US,null,null,null,null,null,null,null,null,null,3303794,2546144,null,null,null,null
Admin,2021-05-01,LTC,105,74,29,7806023,4874290,2867256,1121,1556,412,null,null,30,4874290,2874736,475
Admin,2021-05-02,US,818547,317454,498997,251138945,149444054,99515211,852054,2165261,1306006,null,null,534789,149444054,108097431,1358903
Report,2021-05-02,US,null,null,null,null,null,null,null,null,null,2127998,2418580,null,null,null,null
Admin,2021-05-02,LTC,38,26,12,7806061,4874316,2867268,1122,1551,408,null,null,13,4874316,2874749,470
Admin,2021-05-03,US,1796584,613012,1177445,252935529,150057066,100692656,821455,2129895,1301462,null,null,1275429,150057066,109372860,1366234
Report,2021-05-03,US,null,null,null,null,null,null,null,null,null,1188734,2287393,null,null,null,null
Admin,2021-05-03,LTC,1240,834,403,7807301,4875150,2867671,1101,1534,412,null,null,500,4875150,2875249,487
Admin,2021-05-04,US,2256662,783212,1466128,255192191,150840278,102158784,791917,2094249,1295588,null,null,1561084,150840278,110933944,1367818
Report,2021-05-04,US,null,null,null,null,null,null,null,null,null,988846,2194483,null,null,null,null
Admin,2021-05-04,LTC,1912,1368,534,7809213,4876518,2868205,1024,1426,381,null,null,702,4876518,2875951,469
Admin,2021-05-05,US,2221052,756054,1458028,257413243,151596332,103616812,745976,2015266,1262771,null,null,1549407,151596332,112483351,1339138
Report,2021-05-05,US,null,null,null,null,null,null,null,null,null,1797771,2132487,null,null,null,null
Admin,2021-05-05,LTC,2132,1335,789,7811345,4877853,2868994,957,1373,394,null,null,899,4877853,2876850,492
Admin,2021-05-06,US,2182130,717679,1450000,259595373,152314011,105066812,695870,1933316,1230190,null,null,1538123,152314011,114021474,1308251
Report,2021-05-06,US,null,null,null,null,null,null,null,null,null,2406932,2087608,null,null,null,null
Admin,2021-05-06,LTC,2658,2004,585,7814003,4879857,2869579,988,1406,397,null,null,837,4879857,2877687,500
Admin,2021-05-07,US,2140943,715326,1419802,261736316,153029337,106486614,650964,1865870,1208011,null,null,1507200,153029337,115528674,1286800
Report,2021-05-07,US,null,null,null,null,null,null,null,null,null,2805581,2088522,null,null,null,null
Admin,2021-05-07,LTC,1407,803,599,7815410,4880660,2870178,921,1356,422,null,null,826,4880660,2878513,543
Admin,2021-05-08,US,1278227,437044,835392,263014543,153466381,107322006,619969,1813449,1186542,null,null,899638,153466381,116428312,1266524
Report,2021-05-08,US,null,null,null,null,null,null,null,null,null,2567872,1983391,null,null,null,null
Admin,2021-05-08,LTC,55,30,22,7815465,4880690,2870200,914,1348,421,null,null,22,4880690,2878535,542
Admin,2021-05-09,US,520004,185338,333445,263534547,153651719,107655451,601095,1770800,1162891,null,null,361818,153651719,116790130,1241814
Report,2021-05-09,US,null,null,null,null,null,null,null,null,null,2369784,2017931,null,null,null,null
Admin,2021-05-09,LTC,26,11,15,7815491,4880701,2870215,912,1347,421,null,null,15,4880701,2878550,543
Admin,2021-05-10,US,953337,279638,670658,264487884,153931357,108326109,553470,1650336,1090493,null,null,712554,153931357,117502684,1161403
Report,2021-05-10,US,null,null,null,null,null,null,null,null,null,1882392,2117025,null,null,null,null
Admin,2021-05-10,LTC,338,189,148,7815829,4880890,2870363,820,1218,385,null,null,198,4880890,2878748,499
Admin,2021-05-11,US,192960,54955,137539,264680844,153986312,108463648,449433,1355521,900695,null,null,144758,153986312,117647442,959071
Report,2021-05-11,US,null,null,null,null,null,null,null,null,null,1533180,2194787,null,null,null,null
Admin,2021-05-11,LTC,0,0,0,7815829,4880890,2870363,625,945,308,null,null,0,4880890,2878748,399
Admin,2021-05-12,US,0,0,0,264680844,153986312,108463648,341426,1038228,692405,null,null,0,153986312,117647442,737727
Report,2021-05-12,US,null,null,null,null,null,null,null,null,null,1548283,2159146,null,null,null,null
Admin,2021-05-12,LTC,0,0,0,7815829,4880890,2870363,434,640,196,null,null,0,4880890,2878748,271
